1;213;0,66;0,25;0,32;5;2;4
1;213;0,66;0,25;0,32;5;2;4
3;213;0,66;0,25;0,32;5;2;4
4;213;0,66;0,25;0,32;5;2;4
1;213;0,66;0,25;0,32;5;2;4
6;213;0,66;0,25;0,32;5;2;4
2;213;0,66;0,25;0,32;5;2;4
2;213;0,66;0,25;0,32;5;2;4
1;213;0,66;0,25;0,32;5;2;4
