114,150,0.2,0,0.5,4,1,5.2
318,150,0.2,0,0.5,4,1,10.68
105,150,0.2,0,0.5,4,1,2.66
105,150,0.2,0,0.5,4,1,15.36
103,150,0.2,0,0.5,4,1,9.86
3,150,0.2,0,0.5,4,1,19.51
109,150,0.2,0,0.5,4,1,8.91
113,150,0.2,0,0.5,4,1,13.95
40,150,0.2,0,0.5,4,1,17.56
104,150,0.2,0,0.5,4,1,13.05
110,150,0.2,0,0.5,4,1,13.92
201,150,0.2,0,0.5,4,1,17.59
100,150,0.2,0,0.5,4,1,8.79
112,150,0.2,0,0.5,4,1,17.96
108,150,0.2,0,0.5,4,1,6.34
107,150,0.2,0,0.5,4,1,2.33
79,150,0.2,0,0.5,4,1,16.68
109,150,0.2,0,0.5,4,1,17.6
114,150,0.2,0,0.5,4,1,13.89
107,150,0.2,0,0.5,4,1,10
116,150,0.2,0,0.5,4,1,18.4
104,150,0.2,0,0.5,4,1,6.33
109,150,0.2,0,0.5,4,1,9.89
112,150,0.2,0,0.5,4,1,10.23
105,150,0.2,0,0.5,4,1,15.53
95,150,0.2,0,0.5,4,1,8.45
112,150,0.2,0,0.5,4,1,13.58
88,150,0.2,0,0.5,4,1,17.42
102,150,0.2,0,0.5,4,1,6.59
111,150,0.2,0,0.5,4,1,5.35
106,150,0.2,0,0.5,4,1,3.39
113,150,0.2,0,0.5,4,1,17.11
113,150,0.2,0,0.5,4,1,3.75
215,150,0.2,0,0.5,4,1,12.45
112,150,0.2,0,0.5,4,1,7.79
102,150,0.2,0,0.5,4,1,19.51
110,150,0.2,0,0.5,4,1,11.12
224,150,0.2,0,0.5,4,1,12.32
87,150,0.2,0,0.5,4,1,1.94
110,150,0.2,0,0.5,4,1,6.23
106,150,0.2,0,0.5,4,1,10.02
105,150,0.2,0,0.5,4,1,8.72
116,150,0.2,0,0.5,4,1,3.42
486,150,0.2,0,0.5,4,1,1.39
85,150,0.2,0,0.5,4,1,9.41
108,150,0.2,0,0.5,4,1,16
108,150,0.2,0,0.5,4,1,3.86
107,150,0.2,0,0.5,4,1,19.6
108,150,0.2,0,0.5,4,1,11.85
308,150,0.2,0,0.5,4,1,4.51
116,150,0.2,0,0.5,4,1,8.35
98,150,0.2,0,0.5,4,1,14.37
453,150,0.2,0,0.5,4,1,4.72
106,150,0.2,0,0.5,4,1,16.47
109,150,0.2,0,0.5,4,1,9.68
97,150,0.2,0,0.5,4,1,17.13
1,150,0.2,0,0.5,4,1,12.31
113,150,0.2,0,0.5,4,1,6.02
107,150,0.2,0,0.5,4,1,11.74
109,150,0.2,0,0.5,4,1,8.96
105,150,0.2,0,0.5,4,1,8.47
110,150,0.2,0,0.5,4,1,14.26
453,150,0.2,0,0.5,4,1,1.92
108,150,0.2,0,0.5,4,1,6.23
109,150,0.2,0,0.5,4,1,13.64
304,150,0.2,0,0.5,4,1,9.61
318,150,0.2,0,0.5,4,1,4.96
118,150,0.2,0,0.5,4,1,8.73
113,150,0.2,0,0.5,4,1,7.31
343,150,0.2,0,0.5,4,1,9.89
95,150,0.2,0,0.5,4,1,6.71
97,150,0.2,0,0.5,4,1,5.06
115,150,0.2,0,0.5,4,1,6.17
117,150,0.2,0,0.5,4,1,18.13
117,150,0.2,0,0.5,4,1,8.54
106,150,0.2,0,0.5,4,1,10.68
238,150,0.2,0,0.5,4,1,2.04
112,150,0.2,0,0.5,4,1,17.61
114,150,0.2,0,0.5,4,1,11.89
648,150,0.2,0,0.5,4,1,2.74
81,150,0.2,0,0.5,4,1,8.53
111,150,0.2,0,0.5,4,1,10.21
101,150,0.2,0,0.5,4,1,14.14
117,150,0.2,0,0.5,4,1,10.87
482,150,0.2,0,0.5,4,1,1.85
202,150,0.2,0,0.5,4,1,6.82
107,150,0.2,0,0.5,4,1,8.36
113,150,0.2,0,0.5,4,1,4.63
1,150,0.2,0,0.5,4,1,19.62
2,150,0.2,0,0.5,4,1,12.29
206,150,0.2,0,0.5,4,1,1.38
104,150,0.2,0,0.5,4,1,18.01
103,150,0.2,0,0.5,4,1,12.53
103,150,0.2,0,0.5,4,1,16.64
105,150,0.2,0,0.5,4,1,11.18
101,150,0.2,0,0.5,4,1,12.08
112,150,0.2,0,0.5,4,1,19.13
110,150,0.2,0,0.5,4,1,13.07
101,150,0.2,0,0.5,4,1,19.1
112,150,0.2,0,0.5,4,1,12.37
156,150,0.2,0,0.5,4,1,16.64
103,150,0.2,0,0.5,4,1,3.81
108,150,0.2,0,0.5,4,1,14.14
93,150,0.2,0,0.5,4,1,12.76
95,150,0.2,0,0.5,4,1,4.09
85,150,0.2,0,0.5,4,1,2.02
104,150,0.2,0,0.5,4,1,15.05
109,150,0.2,0,0.5,4,1,17.54
82,150,0.2,0,0.5,4,1,13.5
112,150,0.2,0,0.5,4,1,6.66
218,150,0.2,0,0.5,4,1,2.77
109,150,0.2,0,0.5,4,1,15.14
109,150,0.2,0,0.5,4,1,9.11
116,150,0.2,0,0.5,4,1,8.51
93,150,0.2,0,0.5,4,1,9.89
326,150,0.2,0,0.5,4,1,3.92
98,150,0.2,0,0.5,4,1,4.37
1,150,0.2,0,0.5,4,1,2.48
109,150,0.2,0,0.5,4,1,18.16
111,150,0.2,0,0.5,4,1,8.13
98,150,0.2,0,0.5,4,1,18.45
110,150,0.2,0,0.5,4,1,11.32
101,150,0.2,0,0.5,4,1,10.84
289,150,0.2,0,0.5,4,1,2.63
100,150,0.2,0,0.5,4,1,7.51
111,150,0.2,0,0.5,4,1,19.08
116,150,0.2,0,0.5,4,1,11.31
115,150,0.2,0,0.5,4,1,16.85
114,150,0.2,0,0.5,4,1,18.66
113,150,0.2,0,0.5,4,1,14.57
109,150,0.2,0,0.5,4,1,8.18
222,150,0.2,0,0.5,4,1,7.26
