10,150,0.47,0,0.5,2.5,0,100
102,150,0.16,0,0.5,2.5,0,100
103,150,0.16,0,0.5,2.5,0,100
171,150,0.16,0,0.5,2.5,0,100
1,150,0.6,0,0.7,2.5,0,100
8,150,0.6,0,0.7,2.5,0,100
131,150,0.06,0,0.7,2.5,0,100
147,150,0,0,0.7,4,0,100
113,150,0.24,0,0.7,4,0,100
87,150,0.33,0,0.7,4,0,100
53,150,0.51,0,0.7,4,0,100
88,150,0.28,0,0.7,4,0,100
1,150,0.88,0,0.7,4,0,100
69,150,0.35,0,0.7,4,0,100
24,150,0.45,0,0.7,4,0,100
1,150,0.75,0,0.7,4,0,100
1,150,0.54,0,0.7,4,0,100
116,150,0.19,0,0.7,4,0,100
131,150,0.13,0,0.7,4,0,100
122,150,0.15,0,0.7,4,0,100
77,150,0.35,0,0.7,4,0,100
5,150,0.69,0,0.7,4,0,100
137,150,0.05,0,0.7,4,0,100
9,150,0.45,0,0.7,4,0,100
1,150,0.91,0,0.7,4,0,100
123,150,0.17,0,0.7,4,0,100
144,150,0.04,0,0.7,4,0,100
3,150,0.62,0,0.7,4,0,100
1,150,0.95,0,0.7,4,0,100
12,150,0.74,0,0.7,4,0,100
1,150,0.88,0,0.7,4,0,100
6,150,0.72,0,0.7,4,0,100
1,150,0.51,0,0.7,4,0,100
97,150,0.25,0,0.7,4,0,100
31,150,0.52,0,0.7,4,0,100
8,150,0.63,0,0.7,4,0,100
95,150,0.28,0,0.7,4,0,100
1,150,0.88,0,0.7,4,0,100
3,150,0.67,0,0.7,4,0,100
59,150,0.5,0,0.7,4,0,100
109,150,0.21,0,0.7,4,0,100
99,150,0.27,0,0.7,4,0,100
117,150,0.16,0,0.7,4,0,100
9,150,0.73,0,0.7,4,0,100
1,150,0.35,0,0.7,4,0,100
109,150,0.24,0,0.7,4,0,100
1,150,0.99,0,0.7,4,0,100
146,150,0.03,0,0.7,4,0,100
1,150,0.99,0,0.7,4,0,100
7,150,0.78,0,0.7,4,0,100
142,150,0.06,0,0.7,4,0,100
76,150,0.39,0,0.7,4,0,100
4,150,0.81,0,0.7,4,0,100
48,150,0.54,0,0.7,4,0,100
38,150,0.53,0,0.7,4,0,100
48,150,0.5,0,0.7,4,0,100
1,150,0.93,0,0.7,4,0,100
3,150,0.36,0,0.7,4,0,100
52,150,0.34,0,0.7,4,0,100
42,150,0.42,0,0.7,4,0,100
90,150,0.28,0,0.7,4,0,100
128,150,0.12,0,0.7,4,0,100
124,150,0.16,0,0.7,4,0,100
62,150,0.38,0,0.7,4,0,100
4,150,0.87,0,0.7,4,0,100
140,150,0.07,0,0.7,4,0,100
113,150,0.2,0,0.7,4,0,100
68,150,0.44,0,0.7,4,0,100
123,150,0.15,0,0.7,4,0,100
112,150,0.22,0,0.7,4,0,100
41,150,0.61,0,0.7,4,0,100
3,150,0.59,0,0.7,4,0,100
1,150,0.92,0,0.7,4,0,100
27,150,0.63,0,0.7,4,0,100
119,150,0.19,0,0.7,4,0,100
5,150,0.71,0,0.7,4,0,100
2,150,0.79,0,0.7,4,0,100
6,150,0.8,0,0.7,4,0,100
123,150,0.14,0,0.7,4,0,100
146,150,0.03,0,0.7,4,0,100
107,150,0.26,0,0.7,4,0,100
67,150,0.44,0,0.7,4,0,100
70,150,0.45,0,0.7,4,0,100
110,150,0.23,0,0.7,4,0,100
1,150,0.89,0,0.7,4,0,100
